,device_name,duration,has_monitors,is_merged,multithreading_type,network_count,is_recompile,last_run_time,compilation_time,binary_run_time,neurongroup_stateupdater,neurongroup_thresholder,neurongroup_resetter,synapses_pre,synapses_pre_push_spikes,spikemonitor,statemonitor,sum_ratemonitors,total_run_time,duplicating_time,result_extraction_time
2,cuda_standalone,1.0,True,False,GPU,128,1,116.45244449999998,12.646442718765497,846.5705078509118,0.30407891666666664,0.18498044444444445,0.1377335,0.2901707777777778,0.026232861111111113,0.3357965,0.14246422222222221,0.15287438888888888,1297.9218880401718,0.0,0.008517126242319642
