,device_name,duration,has_monitors,is_merged,multithreading_type,network_count,is_recompile,last_run_time,compilation_time,binary_run_time,neurongroup_stateupdater,neurongroup_thresholder,neurongroup_resetter,synapses_pre,synapses_pre_push_spikes,spikemonitor,statemonitor,sum_ratemonitors,total_run_time,duplicating_time,result_extraction_time
0,cpp_standalone,1.0,True,False,none,128,1,466.92471499999994,2.924297809600821,536.2429159084955,6.83564,0.10403749999999999,0.012185333333333333,0.057933,0.0379795,0.0133685,0.014583833333333334,0.012745166666666665,797.0521894693373,0.0,0.0083804130554198
1,cpp_standalone,1.0,True,False,openmp,128,1,117.37106916666666,2.972074270248411,210.04014941056568,0.6990525000000001,0.18876226666666668,0.1360345,0.5304776666666667,0.16348906666666668,0.003176343333333333,0.12867235,0.0032496233333333333,473.6420679489771,0.0,0.008078734079996666
2,cuda_standalone,1.0,True,False,GPU,128,1,116.45244449999998,12.646442718765497,846.5705078509118,0.30407891666666664,0.18498044444444445,0.1377335,0.2901707777777778,0.026232861111111113,0.3357965,0.14246422222222221,0.15287438888888888,1297.9218880401718,0.0,0.008517126242319642
