device_name,network_count,duration,has_PRMs,is_merged,multithreading_type,uses_conditional_connect,last_run_time,compilation_time,binary_run_time,total_run_time
cpp_standalone,1,1.0,True,True,none,False,3.48425,1.5189647674560547,3.995983362197876,11.176497220993042
cpp_standalone,1,1.0,True,True,none,False,3.49164,1.2243218421936035,3.9531402587890625,6.852675437927246
cpp_standalone,1,1.0,True,True,none,False,3.48562,1.2565562725067139,3.9478538036346436,6.72477650642395
cpp_standalone,2,1.0,True,True,none,False,6.97062,1.2522270679473877,7.955235719680786,10.786550283432007
cpp_standalone,2,1.0,True,True,none,False,6.95789,1.2254254817962646,7.936448097229004,10.793074131011963
cpp_standalone,2,1.0,True,True,none,False,7.07248,1.2489573955535889,8.068518161773682,10.923341751098633
cpp_standalone,4,1.0,True,True,none,False,14.0666,1.273479700088501,16.162792205810547,19.034125328063965
cpp_standalone,4,1.0,True,True,none,False,14.0043,1.2666802406311035,16.115112781524658,18.915999174118042
cpp_standalone,4,1.0,True,True,none,False,14.005,1.2665936946868896,16.079572439193726,18.907744646072388
cpp_standalone,8,1.0,True,True,none,False,27.9933,1.27925443649292,32.24107360839844,35.07326912879944
cpp_standalone,8,1.0,True,True,none,False,27.9777,1.298271894454956,32.15187740325928,35.00863575935364
cpp_standalone,8,1.0,True,True,none,False,28.06,1.2883479595184326,32.23298978805542,35.171427488327026
cpp_standalone,16,1.0,True,True,none,False,56.251,1.267432689666748,64.69100856781006,67.53288173675537
cpp_standalone,16,1.0,True,True,none,False,56.3661,1.2601981163024902,64.94617176055908,67.93335437774658
cpp_standalone,16,1.0,True,True,none,False,56.4337,1.2599422931671143,64.92933678627014,67.98368096351624
cpp_standalone,32,1.0,True,True,none,False,112.971,1.3179044723510742,130.17222547531128,133.3690483570099
cpp_standalone,32,1.0,True,True,none,False,112.944,1.33286714553833,130.0312032699585,133.20382618904114
cpp_standalone,32,1.0,True,True,none,False,112.764,1.3286306858062744,129.89898443222046,132.96458339691162
cpp_standalone,64,1.0,True,True,none,False,225.806,1.7898690700531006,261.2835102081299,265.02970242500305
cpp_standalone,64,1.0,True,True,none,False,226.304,1.7180159091949463,261.2613534927368,265.05230236053467
cpp_standalone,64,1.0,True,True,none,False,226.191,1.6924679279327393,261.02450466156006,264.6864860057831
cpp_standalone,128,1.0,True,True,none,False,458.768,2.5812127590179443,531.8007295131683,536.6227979660034
cpp_standalone,128,1.0,True,True,none,False,452.905,2.5880284309387207,523.9316558837891,528.6015343666077
cpp_standalone,128,1.0,True,True,none,False,456.822,2.6037545204162598,533.9620184898376,538.6033115386963
cpp_standalone,256,1.0,True,True,none,False,914.971,4.41813325881958,1062.0764157772064,1069.1870260238647
cpp_standalone,256,1.0,True,True,none,False,914.405,4.444108963012695,1060.6394555568695,1068.5717270374298
cpp_standalone,256,1.0,True,True,none,False,914.029,4.532392501831055,1058.9365305900574,1066.898538351059
cpp_standalone,1,1.0,True,True,openmp,False,0.867425,1.4218330383300781,1.378018856048584,5.506909132003784
cpp_standalone,1,1.0,True,True,openmp,False,0.87333,1.2901394367218018,1.3673174381256104,4.094659090042114
cpp_standalone,1,1.0,True,True,openmp,False,0.892074,1.2907743453979492,1.3952245712280273,4.151736736297607
cpp_standalone,2,1.0,True,True,openmp,False,1.34091,1.3266973495483398,2.363521099090576,5.172022104263306
cpp_standalone,2,1.0,True,True,openmp,False,1.26323,1.387432336807251,2.3894176483154297,5.265666723251343
cpp_standalone,2,1.0,True,True,openmp,False,1.27423,1.3683791160583496,2.2983641624450684,5.0806968212127686
cpp_standalone,4,1.0,True,True,openmp,False,1.88739,1.4030463695526123,3.957881450653076,6.811941862106323
cpp_standalone,4,1.0,True,True,openmp,False,2.23044,1.389164924621582,4.50029444694519,7.321273326873779
cpp_standalone,4,1.0,True,True,openmp,False,1.86582,1.3715224266052246,4.030224323272705,6.827717304229736
cpp_standalone,8,1.0,True,True,openmp,False,3.56613,1.4630558490753174,8.239382028579712,11.280798196792603
cpp_standalone,8,1.0,True,True,openmp,False,3.53215,1.4456737041473389,8.155504703521729,11.206291198730469
cpp_standalone,8,1.0,True,True,openmp,False,3.70961,1.5167415142059326,8.520228385925293,11.494607925415039
cpp_standalone,16,1.0,True,True,openmp,False,7.52347,1.5513603687286377,17.136335372924805,20.18266272544861
cpp_standalone,16,1.0,True,True,openmp,False,6.49534,1.5648648738861084,15.039609432220459,18.15442991256714
cpp_standalone,16,1.0,True,True,openmp,False,7.11789,1.5768065452575684,15.634250402450562,19.005659580230713
cpp_standalone,32,1.0,True,True,openmp,False,13.5536,1.911078929901123,31.16179347038269,34.6289849281311
cpp_standalone,32,1.0,True,True,openmp,False,13.5815,1.8264517784118652,30.88361954689026,34.22645664215088
cpp_standalone,32,1.0,True,True,openmp,False,13.7465,1.8161640167236328,31.111544370651245,34.73453712463379
cpp_standalone,64,1.0,True,True,openmp,False,28.9083,2.6621580123901367,64.1972291469574,68.51005697250366
cpp_standalone,64,1.0,True,True,openmp,False,29.0248,2.696789503097534,64.03351163864136,68.70625305175781
cpp_standalone,64,1.0,True,True,openmp,False,30.6432,2.6592557430267334,65.8057370185852,70.43604397773743
cpp_standalone,128,1.0,True,True,openmp,False,60.3899,4.403351783752441,133.26602506637573,139.88836121559143
cpp_standalone,128,1.0,True,True,openmp,False,60.781,4.408054828643799,131.2606635093689,138.1732633113861
cpp_standalone,128,1.0,True,True,openmp,False,59.2356,4.446518421173096,130.70702171325684,137.21978068351746
cpp_standalone,256,1.0,True,True,openmp,False,135.092,8.706762313842773,291.8615508079529,303.76176714897156
